nom,adresse,representant,telephone,email,site
VESPA CLUB CÔTE NORMANDE,76790 Le,,02 35 29 77 88,bechiri.philippe@wanadoo.fr,https://www.facebook.com/pages/Vespa-club-de-la-c%C3%B4te-normande/322067847901186
LES BELLES A COURPIÈRE,63120 Courpière,,06 45 09 21 60,lesbellesacourpiere@hotmail.fr,http://www.lesbellesacourpiere.fr
CLUB AUTO RÉTRO DE L'OURCQ,60890 Varinfroy,,03 44 87 49 00,thierry.macaisne@orange.fr,http://carovarinfroy.wordpress.com
TOURAINE ALPINE GORDINI,37340 Clère-les-Pins,,06 11 40 61 55,cleretag@gmail.com,http://tourainealpinegordini.jimdo.com
CLUB 2 CV COTE BASQUE,64500 Ciboure,,06 32 43 22 11,club2cvcotebasque@gmail.com,https://www.facebook.com/Club-2cv-c%C3%B4te-basque-1623993827823641/
AMICALE 203 PEUGEOT,95110 Sannois,,01 39 80 35 41,thcastagne@hotmail.fr,http://amicale203.free.fr
CLUB DES AMIS DES VÉHICULES ANCIENS,16200 Mainxe,,05 45 90 69 90,cava16200@gmail.com,
SCUDERIAZZURRA - FERRARI,83520 Roquebrune-sur-Argens,,04 94 96 72 53,scuderiazzurra83@gmail.com,http://www.scuderiazzurra.com
LES VIEUX PISTONS DE MONTIGNY-LE-BRETONNEUX,78180 Montigny-le-Bretonneux,,06 60 05 92 70,les.vieux.pistons@gmx.fr,
CLUB COUPÉ FIAT FRANCE,71530 Fragnes,,06 76 29 30 50,bureau@club-coupe-fiat-france.com,http://www.fiatcoupe.fr/forum/
COLMAR AUTO RÉTRO,68110 Illzach,,06 03 80 79 72,president@colmarautoretro.org,http://www.colmarautoretro.org
ROLLS AZUR CLUB,06140 Vence,,,bondazcharles@gmail.com,http://www.rolls-azur.org
K-TRELSPEED DU SUD,13012 Marseille,,06 99 70 86 42,daniel__b@hotmail.fr,https://www.facebook.com/KTRELPSEEDDUSUD
VINTAGE VÉHICULES TARNAIS 81,81220 Saint-Paul-Cap-de-Joux,,0223282399,v.v.t.81@laposte.net,https://www.facebook.com/profile.php?id=100022328239962
VESPA CLUB DES PERTUIS,17000 La,,06 86 26 02 26,vespaclubdespertuis@gmail.com,http://www.vespaclubdespertuis.fr
VIEUX VOLANTS VILLENAVAIS,33140 Villenave-d,,07 86 23 32 25,vieuxvolantsvillenavais@gmail.com,http://www.vieuxvolantsvillenavais.com
LES PISTONS DU BASSIGNY,52360 Frécourt,,06 48 30 77 68,lespistons52@gmail.com,http://www.lespistonsdubassigny.fr
LES MAMIES ROULANTES,38440 Artas,,06 78 45 43 79,christian.bichet@orange.fr,https://www.facebook.com/clubdevoituresmamiesroulantes
MUSEO VIVO MIDI-PYRÉNÉES,11600 Malves-en-Minervois,,06 18 49 83 46,hervieu.mickael@gmail.com,http://museovivomidipyrenee.forumactif.biz
LES ANCÊTRES AUTOMOBILES,45430 Checy,,06 08 25 46 76,daniel.paty@lesancetresautomobiles.com,http://www.lesancetresautomobiles.com
ITAL AUTO PASSION,57185 Clouange,,06 77 57 93 08,italautopassion@gmail.com,http://www.facebook.com/italautopassion
NICKEL-CHROME,40150 Soorts-Hossegor,,06 09 91 17 70,contact@nickel-chrome40.com,http://www.nickel-chrome40.com
CAR ET MOTO ADDICTION,40140 Soustons,,05 58 41 22 63,jpbesson40@gmail.com,https://www.facebook.com/profile.php?id=100057095874684
ASSOCIATION CENTRE EST DU VÉHICULE ANCIEN,71500 Louhans-Châteaurenaud,,06 07 41 60 97,jean-claude.coron@wanadoo.fr,https://aceva-web.wixsite.com/aceva
17 RÉTRO PASSION,17400 Les,,06 98 96 64 70,Joscia.martin@sfr.fr,
CLUB DES VIEUX VOLANTS DU COMMINGES,31420 Alan,,06 30 07 04 77,cvvc-alan@outlook.com,
GOLF GTI CLASSIC CLUB - Section France,52130 Attancourt,,06 74 53 53 09,vice-president@golfgticlassicclub.com,http://www.golfgticlassicclub.com
GOLF GTI CLASSIC CLUB - Section Belgique,,,,communication@golfgticlassicclub.com,http://www.golfgticlassicclub.com
OLD DOGS,02300 Bichancourt,,06 29 52 78 71,olddogs02@hotmail.fr,http://www.facebook.com/#!/groups/483588724987162/
LA GUIMBARDE MELUNAISE,77720 La,,01 64 08 48 47,leclub@guimbarde-melunaise.com,http://www.guimbarde-melunaise.com
ECURIE DE LA XAINTRIE,19220 Saint-Privat,,07 87 19 10 61,ecuriedelaxaintrie@gmail.com,
CAPOT'ANTIC PROVENCE,13016 Marseille,,04 91 09 39 17,capotantic.provence@orange.fr,
CAP AVENTURE 4L,37800 Sainte-Maure-de-Touraine,,06 32 98 22 68,solijpf@hotmail.fr,
LES TRIDIONS DÉLURÉS,33290 Ludon-Médoc,,06 29 41 34 99,lestridionsdelures@gmail.com,https://www.facebook.com/lestridionsdelures/
AMIS DU MUSÉE DE L'AUTOMOBILE DE VALENCAY,36600 Valençay,,06 70 03 05 62,amav@laposte.net,http://www.musee-auto-valencay.fr
BOUCLES DE LOIRE HISTORIQUES,86490 Beaumont,,05 49 41 64 79,,http://www.thrf.fr
RÉTRO MÉCANIQUE JARDIN,38121 Reventin-Vaugris,,06 42 30 63 63,eyjury@yahoo.fr,http://retromecaniquejardin.e-monsite.com
LES CHEVALIERS DE L'ARBRE A CAMES,24100 Bergerac,,06 31 60 81 11,leschevaliersbergerac@outlook.fr,
CLUB DES ANCIENNES DE L'AUTOMOBILE CLUB DU LOIRET,45650 Saint-Jean-le-Blanc,,06 82 41 62 45,gilbertgaujard45@gmail.com,
LES VIEILLES SOUPAPES DE CHANTELLE,03140 Chantelle,,07 77 37 28 75,mavaldom@sfr.fr,http://www.vieilles-soupapes-chantelle.fr
TACAUTO CLUB ALLOUAGNE,62157 Allouagne,,06 71 82 83 93,did.carlier@laposte.net,http://tacauto-club.forumactif.org
ATLANTIC OLDTIMER,33700 Mérignac,,06 41 32 07 77,,http://www.atlanticoldtimer.com
ECURIE BRIGNOLES,83170 Brignoles,,04 94 69 03 12,ecuriedebrignoles@yahoo.fr,http://www.ecuriebrignoles.fr
CLUB MÉCANIQUE DES BORDS DE L'AIN,01160 Varambon,,06 63 61 32 29,cmba01@free.fr,https://www.facebook.com/p/CMBA-01-100064414761393/
AU QUART DE TOUR,91700 Sainte-Geneviève-des-Bois,,06 66 47 45 71,president@auquartdetour.org,http://auquartdetour.org
DAVID HISTORIC RALLYE TEAM,83440 Fayence,,,davidhrteam@hotmail.fr,https://www.facebook.com/davidhistoricrallyeteam
CLUB GSA DE FRANCE,33380 Mios,,06 80 12 64 53,contact@grandessortiesdefrance.fr,http://clubgsafrance.fr
ATIPIC CAR'S PASSION,62380 Lumbres,,06 08 22 03 46,atipiccarspassion@orange.fr,
TACOTMOBILE CLUB,91800 Brunoy,,06 50 48 18 50,gautier.serge@hotmail.fr,
CERCLE T VÉHICULES D'ÉPOQUE,31840 Seilh,,05 61 59 90 82,cercle.t@orange.fr,
BELLES MÉCANIQUES EN BOURBONNAIS,03260 Billy,,06 72 80 81 02,belles.mecaniques@yahoo.fr,https://bellesmecaniques.club
VIEILLES VOITURES VILLENEUVOISES,47300 Pujols,,05 53 40 14 62,les3vieilles@gmail.com,https://www.facebook.com/LES3V
A-110 & CIE,70200 Dambenoît-lès-Colombe,,06 17 53 09 59,chris.b70@orange.fr,http://www.a-110etcompagnie.com
BIARRITZ AUTO RÉTRO,64200 Biarritz,,06 98 16 13 60,biarritzautoretro@gmail.com,http://www.cbva.fr
CLUB ALFA ROMEO BOXER - Section Belgique,,,,antennebelge@carb.fr,
CLUB ALFA ROMEO BOXER,27170 Beaumont-le-Roger,,09 54 58 53 84,leclub@carb.fr,
AIR-5,45800 Saint-Jean-de-Braye,,02 38 52 03 43,AIR5@ymail.com,http://www.renault-5.net/air-5.htm
PASSION SCIROCCO,38660 Le,,06 89 48 36 97,contact@passion-scirocco.fr,http://www.passion-scirocco.fr
LES RÉTROS-TISEURS,54560 Serrouville,,03 82 21 68 39,,http://www.retro-tiseurs.com
FANS D'ANCIENNES,91310 Linas,,07 49 06 54 60,fans.anciennes@gmail.com,https://www.facebook.com/fans.d.anciennes
LES AMIS DE LA VOIE ROYALE PIOLENC ROULE-RÉTRO,84420 Piolenc,,06 85 52 32 44,infos.avrp@orange.fr,
LANDES AUTO RÉTRO,40100 Dax,,05 58 73 64 06,landesautoretro@orange.fr,http://landesautoretro-dax.fr
LES AMATEURS DE MATHIS,69390 Charly,,03 29 57 16 40,michel.tisserand88@gmail.com,
AMICALE SPORTIVES HISTORIQUE CORREZE CANTAL,19380 Forges,,06 13 92 46 11,ashcc.forges@gmail.com,https://www.facebook.com/people/ASHCC-Amicale-Sportives-Historiques-Corr%C3%A8ze-Cantal/100057451479180/
SYMPATIC DEUCHE,76440 Forges-les-Eaux,,06 62 54 16 42,sympaticdeuche@gmail.com,http://sympaticdeuche.free.fr
LES VIEILLES ANGLAISES,54800 Labry,,06 89 98 55 25,francis.schang@orange.fr,
RALLYE SPORT DÉCOUVERTE,34570 Montarnaud,,06 11 55 10 45,rsd.montarnaud@orange.fr,https://www.rallyesportdecouverte.fr
CLUB DES 2 CV DE L'ORLÉANAIS,45000 Orléans,,02 38 41 19 96,contact@2cv-club-orleanais.org,http://2cv-club-orleanais.org
IDéale DS® HAUTS DE FRANCE,59100 Roubaix,,06 46 58 04 39,idealeds.hdf@gmail.com,https://ideale-ds.ovh
AUTOMOTORÉTRO45,45270 Nesploy,,02 38 90 20 44,claude.jammet@wanadoo.fr,http://automotoretro45.fr
AUTO MOTO JADIS CLUB ORLÉANAIS,45430 Chécy,,02 38 86 07 25,jmcfaure0353@orange.fr,http://www.amjco.fr
GÉNÉRATION TWINGO,57185 Clouange,,06 08 05 50 20,generationtwingo@aol.fr,http://www.generation-twingo.fr
ALFA-TURISMO,34160 Boisseron,,06 21 06 25 79,contact@alfa-turismo.fr,http://www.alfa-turismo.fr
TEAM CHEYENNE,42800 Chateauneuf,,06 59 33 58 99,team.cheyenne42800@gmail.com,https://www.teamcheyenne.fr
CLUB 21 TURBO FRANCE,89630 Quarré-les-Tombes,,03 86 32 25 91,alaind.21@orange.fr,https://www.facebook.com/groups/club21turbofrance
LES VIEILLES ROUES,84260 Sarrians,,06 87 81 31 56,lvr84000@gmail.com,http://vieillesrouesdemonteux.unblog.fr
VOLKSNITED,42390 Villars,,,garycooper42@hotmail.fr,http://www.volksnited.com
LES AMIS DES VÉHICULES ANCIENS,25250 Appenans,,03 81 92 87 12,marie-andre.bertin@wanadoo.fr,
205 RALLYE CLUB DE FRANCE,95240 Cormeilles-en-Parisis,,06 78 64 26 11,forum@205rallye.net,http://www.205rallye.net
LA TRACTION MÉDITERRANÉE,98000 Monaco,,06 86 27 45 30,cperisi@libello.com,http://www.la-traction-mediterranee.fr
ANCIENNES MÉCANIQUES SAINT-EPINOISES,37800 Saint-Épain,,06 21 29 44 24,amse37@gmail.com,
FENEC EVASION,77400 Thorigny-sur-Marne,,01 64 02 99 14,patrick.fenec@wanadoo.fr,http://fenec-evasion.onlc.fr
FAIRLADY Z CLUB FRANCE,77000 Vaux-le-Pénil,,01 64 09 56 60,fairladyzclubfrance@gmail.com,http://fairladyzclubfrance.com
ALPINE RENAULT GORDINI DU VAL DE SAÔNE,01090 Montceaux,,04 74 69 66 98,argvs01090@hotmail.com,https://argvs.wordpress.com
GSAVENTURE,79700 Mauléon,,06 48 69 11 03,president@gsaventure.com,http://www.gsaventure.com
VAR ALPINE CLUB,83210 Solliès-Toucas,,06 03 57 74 62,mecaracing@hotmail.fr,http://var-alpine-club.monsite-orange.fr
MOTOS ANCIENNES DU ROUSSILLON,66140 Canet-en-Roussillon,,06 86 85 39 19,motos.anciennes.du.roussillon@orange.fr,https://www.facebook.com/groups/236105034451270
AMICALE DES VÉHICULES ANCIENS LE BOURGET-DU-LAC-BOURDEAU,73230 Barby,,06 69 01 87 61,contact@avablb.com,http://www.avablb.com
CORVETTE CLUB D'AQUITAINE,33110 Le,,06 15 90 09 79,corvetteclubaquitaine@gmail.com,http://corvetteclubaquitaine.com
LES CARBUS DES EXTREMES,84400 Villars,,04 90 75 46 65,lescarbusdesextremes@gmail.com,http://lescarbusdesextremes.wix.com/lescarbusdesextremes
LES VIEILLES MÉCANIQUES DE L'ONDAINE,42530 Saint-Genest-Lerpt,,06 80 10 31 49,andre.deux@orange.fr,http://lesvieillesmecaniquesdelondaine.fr
ESPRIT CLUB LOTUS,83820 Le,,06 11 51 87 60,jps@lotusesprit.net,http://www.lotusesprit.net
US CARS CLUB NORMANDY,27120 Pacy-sur-Eure,,06 18 75 07 88,contact@uscarsclubnormandy.fr,http://www.uscarsclubnormandy.fr
ASSOCIATION NIVERNAISE DES AMATEURS DE VÉHICULES ANCIENS,58470 Magny-Cours,,06 15 37 21 99,58anava.secretaire@gmail.com,https://www.58anava.fr
PATRIMOINE DU TRANSPORT ROUTIER ANCIEN,42410 Pélussin,,06 17 17 52 36,aimejl.bertrand42@orange.fr,https://www.facebook.com/assoPTRA/
AMICALE NOSTALGIQUE DES TACOTS DE L'ALSACE DU NORD,67480 Auenheim,,03 88 05 29 47,florian.beillard@wanadoo.fr,http://www.amicale-antan.fr
SETE AUTO PASSION,34200 Sète,,04 30 41 19 62,reginald.gonnet@sfr.fr,http://regi34200.skyrock.com
PICARDIE RENAULT SPORT,80800 Fouilloy,,03 22 52 23 54,titirsdu80@hotmail.fr,http://www.picardierenaultsport.com
COX D'OR VW CLUB,21700 Villebichot,,06 61 25 00 75,coxdor.vwclub@gmail.com,http://coxdor-vwclub.forumgratuit.org
AMICALE TARBES AUTO RÉTRO,65430 Soues,,06 30 25 97 05,atar65@orange.fr,
ALFA-CLUB DU SUD-OUEST,24600 Riberac,,05 53 90 38 12,jenny.dexant@gmail.com,https://alfacso.wordpress.com
VALLESPIR RÉTRO COURSES,66160 Le,,06 45 60 05 92,asso.vrc66@gmail.com,
MUST R16,68140 Stosswihr-Ampfersbach,,03 89 77 29 02,benoit.diringer@sfr.fr,http://www.auto-collection.org/site/r16
AMATEURS DE VÉHICULES ALPINE DU GARD - AVA30,30900 Nîmes,,06 76 84 17 48,club.ava30@gmail.com,http://www.ava30.net
TURBINE GLOUTONNE,80700 Fresnoy-lès-Roye,,06 15 93 68 03,turbinegloutonne@gmail.com,http://turbinegloutonne.blogspot.fr
LES VIEILLES SOUPAPES 77,77400 Lagny-sur-Marne,,06 58 60 64 07,lesvieillessoupapes77@gmail.com,http://lvs77.onlc.fr
NIKAIA SOLEX,06300 Nice,,06 81 42 83 99,moikanice@gmail.com,http://nikaia-solex.com
JAGUAR CLUB SOVEJAG,13190 Notre-Dame-des-Anges,,06 77 42 26 98,jcs@jcsovejag.com,http://www.jcsovejag.com
CLUB AUTO DES FADAS D'EVASION SALLOIS,33770 Salles,,06 01 33 77 43,autoclubcafes@gmail.com,http://www.autoclubsallois.org
L'AUTO-D-POTES,33710 Tauriac,,06 47 31 86 09,lauto-d-potes@live.fr,http://lautodpotes.fr
RÉTRO MOBILE CLUB DOMPIERROIS,03290 Dompierre-sur-Besbre,,06 73 90 01 65,rmcdomp@gmail.com,http://www.retromobiledompierre.sitew.fr
RÉTROMOBILE DE LA PETITE CHAMPAGNE,17520 Sainte-Lheurine,,06 67 85 86 38,retromobiledelapetitechampagne@gmail.com,http://www.retromobile-petite-champagne.sitew.fr
CLUB VEDETTE FRANCE - Section Provence-Alpes-Cote-d'Azur Corse,06130 Grasse,,06 15 93 52 12,loic.onillon@outlook.com,http://www.clubvedettefrance.fr
CLUB JURASSIEN DE VÉHICULES D'EPOQUE,39000 Lons-le-Saunier,,07 88 09 22 67,club-contact@cjve.fr,https://www.cjve.fr
CLUB VEDETTE FRANCE - Section Centre-Est,58400 La,,03 86 70 33 07,jean.perronny@wanadoo.fr,http://www.clubvedettefrance.com
FOUS DES VIEILLES ANGLAISES,69970 Chaponnay,,06 01 40 77 61,,http://www.fdva.fr
CLUB SAINTONGEAIS DE VEHICULES D'EPOQUE,17100 Saintes,,07 81 45 39 50,,http://csve17.club
AMICALE GOLF GTI SÉRIE 1,64600 Anglet,,06 26 11 07 88,golfgti1@sfr.fr,http://golfgti1.pagesperso-orange.fr
LES AMATEURS DE VIEILLES CARETTES,62880 Vendin-le-Vieil,,03 21 69 43 39,lamiaux.jean-pierre@orange.fr,http://les-amateurs-de-vieilles-carettes.e-monsite.com
FLORIDE CARAVELLE CLUB DE FRANCE,57230 Eguelshardt,,03 87 96 28 87,floricarclub@wanadoo.fr,http://fccdf.free.fr
LES GUIMBARDES FARINOISES,01480 Fareins,,06 09 43 96 37,lesguimbardesfarinoises@gmail.com,http://lesguimbardesfarinoises.asso-web.com
LES VIEILLES POTS,01600 Sainte-Euphémie,,06 76 86 20 83,mimipat.16@wanadoo.fr,
LES TITINES DE LA CÔTE,21200 Montagny-lès-Beaune,,06 08 37 47 87,bruno.greniermorin@gmail.com,http://www.lestitinesdelacote.com
ASSOCIATION VÉHICULES ET ÉQUIPEMENTS MILITAIRES 86,86530 Cenon-sur-Vienne,,05 49 23 09 49,AVEM86@hotmail.fr,http://www.avem86.com
TOUR B'YONNE,89500 Armeau,,06 10 03 46 59,tourbyonne@gmail.com,http://tourbyonne.xooit.fr
C.A.R. DOUAI,59580 Emerchicourt,,06 47 22 38 63,car59douai@gmail.com,http://cardouai.fr
JAGMANIA CLUB JAGUAR,80100 Abbeville,,06 50 55 27 57,clubjaguar@live.fr,
CLUB DU LITTORAL AUTO MOTO SCOOTER,17450 Fouras,,06 06 46 93 69,charles.beaufume@wanadoo.fr,
SQUADRA ALFA ROMEO OCCITANIE,11600 Malves-en-Minervois,,06 18 49 83 46,squadraalfaromeooccitanie@gmail.com,http://alfa-romeo-occitanie.forumactif.com
LÉOPARD DRIVERS CLUB,14500 St-Germain-de-Tallevende,,02 31 67 22 89,leoparddriversclub@yahoo.com,http://leoparddriversclub.wifeo.com
OLD LADY'S ALAIRACOISES EN MALEPERE,11290 Alairac,,04 68 25 73 72,old-ladys@hotmail.fr,
ELS AMICS DEL SOLEX,66430 Bombas,,06 29 33 45 22,therex21@hotmail.com,
VW CLUB HOUSE,,,07 96 62 70 10,vsaudan@hotmail.com,
AUTOMOBILE CLUB DU JOVIAL COLLECTIONNEUR,41110 Saint-Aignan,,06 60 07 95 99,alainjean.metivier@orange.fr,
SANT RAFEU AUTO COLLECTION,83600 Fréjus,,04 94 53 19 41,gelhuillier@wanadoo.fr,
VESONTIO CLASSIC CARS,25000 Besançon,,06 63 08 05 72,vesontiojeanmuller@gmail.com,http://www.vesontioclassiccars.fr
TEAM DES MONTS DE VAUCLUSE,84220 Lioux,,04 90 72 38 35,teamdesmontsdevaucluse@orange.fr,
US CARS 78,78920 Ecquevilly,,06 12 43 93 08,uscars78@gmail.com,http://uscars78.fr
CLUB RENAULT 25 FRANCAIS,77860 Quincy-Voisins,,,president@renault25.com,http://www.renault25.com
CLUB RENAULT 25 FRANCAIS - Section Est,39200 St-Claude,,06 31 24 07 15,ribault.jp@orange.fr,http://renault25.com
AUTOMOBILE BISCARROSSE CLUB,40600 Biscarrosse,,06 09 67 15 83,autobiscarrosseclub@gmail.com,http://www.autobiscarrosseclub.com
BELFORT AUTO RETRO,90000 Belfort,,06 95 11 74 97,secretariatbelfortautoretro@yahoo.com,https://www.facebook.com/BelfortAutoRetro/
ALFA CLASSIC CLUB DE FRANCE,95200 Sarcelles,,06 72 45 15 10,alfaclassic.p.jacquot@gmail.com,https://clubalfaclassic.clubboost.club
RÉTRO CLUB COLOMBINOIS,86100 Châtellerault,,06 32 80 62 63,rabaudgilbert@orange.fr,http://www.lescollectionsdegilbert.com
CLUB FORD RS80,38550 Auberives-sur-Vareze,,04 74 79 90 89,papyford@hotmail.fr,http://www.rs80.fr
LES VIEUX VÉHICULES DE LA VALLOIRE,26140 Anneyron,,,vieux.vehicules@gmail.com,http://assovvv.free.fr
LA BRÊLE LAONNOISE,02000 Laon,,06 30 68 70 14,labrelelaonnoise@hotmail.fr,http://labrelelaonnoise.blog4ever.com
ANCIENNES VOITURES DES BLANCHES FALAISES,76840 Hénouville,,02 35 34 68 92,dominique.ragot@avbf.fr,http://www.avbf.fr
BAYEUX RETRO AUTO CLUB,14400 Bayeux,,06 79 06 61 28,daniel@mouchel.eu,
CLUB QUI N'EN VEUT,37220 Panzoult,,02 47 97 03 46,cqnv37vg@orange.fr,http://web.me.com/vincentgeslin/CQNV
AUTO RETRO LIMOUSIN,87000 Limoges,,06 81 75 98 44,jean-pierre.hortholary@orange.fr,
ASSOCIATION DE LA MONTÉE HISTORIQUE DE LAON,02000 Laon,,09 67 22 83 58,circuit-historique-laon@orange.fr,http://www.circuit-historique-laon.com
CALANDRE RÉTRO ROUENNAISE,76410 St-Aubin-les-Elbeuf,,02 35 78 25 54,fcrochemore@msn.com,https://www.calandreretro.fr/Calandres/
LES MÉCANIQUES ANCIENNES DU BUGEY,01300  Peyrieu,,06 75 73 26 92,patrickboeroteyssier@yahoo.fr,
ANCIENNES AUTOMOBILES AJACCIENNES,20090 Ajaccio,,06 81 50 90 03,michel.boronat@club3a.fr,http://club3a.fr
LES SIXTIES D'AUBIGNAN,84200 Carpentras,,06 20 22 11 67,lessixtiesdaubignan@gmail.com,
VOSGES ALSACE CLASSIC,67800 Hoenheim,,03 88 33 57 47,jb.lustre@wanadoo.fr,http://vosges-alsace-classic.org
TEAM MOTO PASTA GAZ,71670 Le,,03 85 80 91 67,marc.chateau2@orange.fr,http://teammotopastagaz.fr
ÉCURIE DES LAPINS,69870 Poule-les-Écharmeaux,,04 74 62 33 09,ecuriedeslapins@orange.fr,
MINI MOVING,84170 Monteux,,0296146973,minimoving84@gmail.com,https://www.facebook.com/groups/602961469739484/
YOUNG OLD TIMER CLUB,78000 Versailles,,06 17 69 84 46,Youngoldtimerclub@hotmail.fr,http://www.facebook.com/youngoldtimerclub
ASSOCIATION SPORTIVE ALPINE RAONNAISE,88110 Raon-L,,06 08 47 44 03,gerard@asar.fr,http://www.asar.fr
PASSION SAAB,91600 Savigny-sur-Orge,,06 30 56 10 09,passion.saab@gmail.com,http://www.club-passion-saab.fr
SUCY CLASSIC CLUB,94370 Sucy-en-Brie,,06 76 16 00 39,sucyclassicclub@gmail.com,http://sucyclassic.fr
AMICALE FROUZINOISE AUTO-MOTO ANCIENNES,31270 Frouzins,,05 61 92 49 11,amicale.frouzinoise@orange.fr,http://www.amicalefrouzinoise.fr
LE CHEVAL MECANIQUE,74700 Domancy,,04 50 34 79 70,74-praz.jbd@orange.fr,https://www.chevalmecanique.com
"CLUB RENAULT 8, 8TS Y 10 DE ESPAÑA",28080 Madrid,,,club@clubrenault8y10.com,http://www.clubrenault8y10.com
CALANDRES LOISIRS UNIS BONNEVILLE SAVOIE,74800 Amancy,,04 50 03 43 44,df64@orange.fr,http://www.letourdumontblanc.com
2 CV CLUB 91,42190 Charlieu,,01 64 97 29 90,2cv.club.91@free.fr,https://www.facebook.com/2CV-CLUB-91-230706497101081/
CARS CLUB CASTRIOTES,34160 Castries,,06 18 95 49 02,gil.andree@wanadoo.fr,
ORCINES RETRO MOBILE,63870 Orcines,,04 73 62 11 93,micoline@libertysurf.fr,
CLÁSICOS 3-4-5-6-7 RENAULT,28723 Pedrezuela,,,herve.pamart@laposte.net,http://www.clasicosrenault34567.com
MECACTION,63170 Aubière,,,contact-mecaction@sigma-clermont.fr,http://mecaction.free.fr
AMIC4LE DE TOUR4INE,41120 Feings,,06 59 95 84 41,contact.amicaledetouraine@gmail.com,https://amic4ledetour4ine.fr
AUTOMOBILE CLUB DE NICE ET CÔTE D'AZUR,06000 Nice,,04 93 87 18 17,contact@automobileclubdenice.com,http://www.automobileclubdenice.com
AUTO RÉTRO COTENTIN,50260 Sottevast,,02 33 41 06 98,yves.bernede@orange.fr,http://auto-retro-cotentin.over-blog.com
ECURIE AUTOMOBILE DU COMMINGES,31510 Sauveterre-de-Comminges,,05 61 95 45 58,ecurie.automobile.comminges@wanadoo.fr,https://www.facebook.com/EcurieAutomobileDuComminges
LA BELLE EPOQUE,57700 Neufchef,,06 68 29 26 98,serge.schorr@hotmail.fr,
LES ANCIENNES DU VAL DE LOIR,28220 Douy,,02 37 96 87 64,latelierduvalet@orange.fr,
ASSOCIATION DES AMIS DES AUTOMOBILES ANCIENNES DES SAVOIES,74250 Viuz-en-Sallaz,,06 86 48 26 64,aaaas74250@gmail.com,http://www.aaaas.skyblog.com
RENAULT SIETE 7 CLUB,24009 León,,,r7alpine@hotmail.com,http://www.renaultsiete7club.com
CLUB MATRA PASSION,92140 Clamart,,01 46 44 80 51,president@matra-passion.com,http://www.matra-passion.com
LEGEND CAR ORGANISATION,59117 Wrevicq-Sud,,03 20 55 48 96,philippe.desbouvrie@hotmail.fr,http://www.lc-org.fr
VINTAGE AUTOMOBILES,59530 Villers-Pol,,07 49 78 22 60,vintage.automobiles@wanadoo.fr,
LES BELLES TEUFS TEUFS DE CADEROUSSE,84860 Caderousse,,06 22 74 25 20,lesbellesteufsteufs@sfr.fr,
RETRO AUTO MOTO MIMIZAN,40210 Labouheyre,,06 22 38 52 26,freddykanmacher34@orange.fr,https://www.facebook.com/RetroAutoMotoMimizan
MOTO ROAD AND ROCK PÉLISSANNE,13330 Pélissanne,,04 90 53 28 41,roadandrock@hotmail.fr,http://www.roadandrock.fr
AMICALE DES VEHICULES ANCIENS DE GAILLAC,81600 Gaillac,,06 28 36 12 43,avag81@orange.fr,http://avag81.com
RETRO MECA CENTRE,36120 Ardentes,,06 31 78 30 37,retromecacentre36@gmail.com,https://retromecacentre.e-monsite.com
POLE POSITION - RETRO MOTEUR,88300 Neufchateau,,06 37 27 39 01,poleposition88@live.fr,http://animest88.skyrock.com
AMATEURS MONTLUCONNAIS DE VEHICULES ANCIENS,03100 Montluçon,,,amva03@orange.fr,https://amva.xooit.fr
AUTO MOTO RETRO 04,04300 Forcalquier,,07 49 89 99 81,22amr04@gmail.com,http://www.amr-04.jimdo.com
2 CV CLUB DES FLANDRES,59279 Loon-Plage,,06 26 90 71 95,wien.annie@neuf.fr,http://2cvclubdesflandres.forumactif.com
CLUB DE VOITURES D'ÉPOQUE ET DE COLLECTION,21121 Hauteville-lès-Dijon,,03 80 56 23 05,cvec.dijon@gmail.com,
CLUB AUTO RETRO MIDI-PYRENÉES,31770 Colomiers,,06 03 31 05 16,carmp@wanadoo.fr,http://www.carmp.fr
LE 32 DEUCHE CLUB,32380 Saint-Clar,,06 72 48 06 36,le32deucheclub@gmail.com,http://www.le32deucheclub.fr
LES VIEILLES MECANIQUES DE LANTIGNIÉ,69430 Lantignié,,,vieillesmecaniques@yahoo.fr,http://vmecaniques.free.fr
FURIOUS CELICA TEAM,34420 Portiragnes,,06 22 27 65 00,celica.clubfct@gmail.com,
RÉTROMOBILE CLUB COGNACAIS,16100 Cognac,,09 63 24 41 11,secretariatrcc16@gmail.com,http://www.retromobileclubcognacais.fr
COX83 VW AIR-COOLED,83630 Aups,,,ptiguizaou@orange.fr,http://cox83.blogspot.com
CLUB AUTO RÉTRO LANGUEDOC,34290 Servian,,06 20 14 52 60,plauzolles.remy@orange.fr,
ASSOCIATION VÉHICULES ANCIENS DU VALMOREY,01510 Artemare,,04 79 8731 17,avaval.president@outlook.fr,https://www.facebook.com/groups/567860855471792/
RENAISSANCE AUTO RAMBOUILLET - POIGNY-LA-FORET,78120 Rambouillet,,06 82 26 83 43,renaissanceauto@orange.fr,http://www.renaissanceauto.org
