nom,adresse,telephone,email,representant,site,source
RÉTRO MOBILE CLUB DOMPIERROIS,03290 Dompierre-sur-Besbre - France,06 21 45 65 56,rmcdomp@gmail.com,Pdts : Patrice Peronnet et Stéphane Moerman ; Vice-Pdt : Maurice Pontonnier ; Trés. : Didier Charrier ; Secrét. : Arlette Pannetier,http://www.retromobiledompierre.sitew.fr,lva-auto
RÉTRO MOBILE CLUB DRAGUIGNAN,83300 Draguignan - France,04 94 68 93 34,andre.mougel@wanadoo.fr,Pdt : André Mougel,,lva-auto
RÊTRO PASSION DES DEUX RIVES,33410 Cadillac - France,06 12 11 93 65,retropassion2r@gmail.com,Pdt : Christophe Cluchet,,lva-auto
RÉTRO PASSION SEGALA,12240 Rieupeyroux - France,06 79 41 92 07,stephanemaurel@sfr.fr,Pdt : Stéphane Maurel ; Trés. : Romain Pinaud ; Secrét. : Christophe Albouy,,lva-auto
RÉTRO POUSS-AUTO,34560 Poussan - France,07 67 79 24 07,secretaire@retro-pouss-auto.fr,Pdt : Clément Berthet ; Vice-Pdt : Jean-Claude Bouvier ; Trés. : Chantal Loizon ; Secrét. : Jacques Carre,http://www.retro-pouss-auto.fr,lva-auto
RÉTRO RACING CLUB,87260 Pierre-Buffière - France,06 23 13 08 59,retroracingpb@gmail.com,Pdt : Bruno Lamande ; Trés. : Philippe Quintane ; Secrét. : Christiane Minsat,,lva-auto
RÉTRO TRACTO SEC-BOISIEN,59232 Vieux-Berquin - France,06 07 77 13 36,almadela@hotmail.fr,Pdt : Alban Devulder ; Vice-Pdt : Dominique Pieters ; Trés. : Brigitte Deram ; Secrét. : Sandrine Mende et Lucile Ansroul,,lva-auto
RÉTRO'MOBILES CLUB DU CASTELLET,83330 Le Castellet - France,06 74 53 57 64,retro-mobiles@orange.fr,Pdt : Alain Lanet ; Trés. : Janine Lanet ; Secrét. : Jean-Michel Corre,http://www.rmcc.fr,lva-auto
RÉTRO-MOBILE-CLUB-DROUAIS,28100 Dreux - France,06 14 27 41 08,rmcdsecretariat@gmail.com,Pdte : Monique Massot ; Vice-Pdt : Paul Bauzon ; Trés. : Jean-Pierre Cenier ; Secrét. : Catherine Bastard ; Resp. du musée et Fondateur : Johanny Dutertre,,lva-auto
RÉTROAUTOPASSION SAINT-DENIS-DE-MÉRÉ,14110 Saint-Denis-de-Méré - France,02 31 69 07 42,retroautopassion.sddm@laposte.net,Pdt : Joël Dubourg ; Trés. : Didier Baboneau ; Secrét. : Philippe Boisgontier,,lva-auto
RÉTROBOLIDES DU NYONSAIS,26110 Nyons - France,06 79 79 52 36,lesretrobolidesnyonsais@gmail.com,Pdt : Patrick Floret ; Trés. : Annie Richard ; Secrét. : Roselyne Floret,,lva-auto
RÉTROCHAP,45380 La Chapelle-Saint-Mesmin - France,06 03 15 83 25,ray.adamczyk@gmail.com,Pdt : Raymond Adamczyk ; Trés. : Julia Reig ; Secrét. : Emmanuel Duboin,http://www.retrochap.com,lva-auto
RÉTROCLUB CASTELNEUVIEN,71740 Saint-Maurice-lès-Châteauneuf - France,06 64 64 78 22,retroclubcastelneuvien.71@gmail.com,Pdt : Jacques Guittat ; Trés. : Guy Delajouaillerie ; Secrét. et trés. adj. : Yves Guittat,,lva-auto
RÉTROMÉCANIQUE SUD TOURAINE,37350 Le Grand-Pressigny - France,06 79 90 17 99,patrice.moreau0397@orange.fr,Pdt : Patrice Moreau ; Trés. : Nicole Bruneau ; Secrét. : Thomas Bidault,,lva-auto
RÉTROMOBIL CLUB DE TULLE CORRÈZE,19000 Tulle - France,05 55 20 39 99,retromobiltulle@gmail.com,"Pdt : Jean-Louis Mercier ; Vice-Pdts : Jacques de Sousa et Marc Fatou ; Trés. : Marie-Christine Fatou ; Trés. adj. : Jean-Christophe Ceaux ; Secrét. : Francis Juilhard ; Membres : Sébastien Jubertie, Patrick Saumier, Jérôme Moulene",http://www.retromobilclubtulle.com,lva-auto
RÉTROMOBILE CLUB BASSIN D'ARCACHON,33380 Mios - France,06 14 39 22 54,gitemios@club-internet.fr,Pdt : Gilbert Couget ; Trés. : Jacky Lyon ; Secrét. : Sylviane Quillot et Roland Lagache,http://www.retromobileclub-bassinarcachon.fr,lva-auto
RÉTROMOBILE CLUB COGNAÇAIS,16100 Cognac - France,06 81 35 29 76,secretariatcc16@gmail.com,Pdt : Florent Martin ; Trés. : Jean-Pierre Martin ; Secrét. : Sophie Péchoux,http://www.retromobileclubcognacais.fr,lva-auto
RÉTROMOBILE CLUB DE LA GOËLE - RCLG77,77178 Oissery - France,06 60 53 71 31,contact@retro77.fr,Pdt : Patrick Claudios ; Trés. : Dario Hang Ket ; Secrét. : Cyrille Bernard,http://www.retro77.fr,lva-auto
RÉTROMOBILE CLUB DE SAINT-PATHUS,77178 Saint-Pathus - France,07 44 75 23 73,club@rmcsp.fr,Pdt : Christophe Flandre,http://www.rmcsp.fr,lva-auto
RÉTROMOBILE CLUB DU HAVRE LA ROUE EN BOIS,76930 Octeville-sur-Mer - France,02 35 44 80 55,la.roue.en.bois@gmail.com,"Pdt : Jacques Maillard ; Vice-Pdt : Denis Tasserie ; Secrét. et Trés. : Alain Renier ; Administrateurs : Didier Dumouchel, Patrick Gosselin et Gérard Canu",http://www.retromobileclubduhavre.fr/,lva-auto
RÉTROMOBILE CLUB FORÉZIEN,42110 Feurs - France,06 08 81 84 12,retro.forezien@gmail.com,Pdt : Michel Dussud ; Trés. : Roger Guillarme ; Secrét. : Jean-Jacques Cognard,http://www.retroforezien.fr,lva-auto
RÉTROMOBILE DU GOLFE DE FOS,13270 Fos-sur-Mer - France,06 82 03 13 17,retrofos13@gmail.com,Pdt : Philippe Javerzac,http://www.retrofos.org,lva-auto
RÉTROMOBILE DU PAYS DE REDING SARREBOURG,57445 Réding - France,,contact@retromobile.club,Pdt : Laurent Aumercier ; Trés. : Jean-Marc Horvat ; Secrét. : Frédéric Bayet,http://retromobile-rmprs.over-blog.com/,lva-auto
RÉTROMOBILE DU PÉRIGORD VERT,24360 Piégut-Pluviers - France,06 78 98 54 34,contact.retromobilepv@gmail.com,Pdt : Daniel Delage ; Vice-Pdt : Daniel Benoit ; Trés. : Didier Bellair ; Trés. adj. : Gérard Pauliac ; Secrét. : Faustin Jallageas ; Secrét. adj. : Jean-Luc Valentin ; Chargé de comm. : Jean-Louis Chaulet,http://retromobile.canalblog.com/,lva-auto
RÉTROMOBILE REZÉEN,44400 Rezé - France,06 22 83 07 36,simca.guy@free.fr,Pdt : Guy Micheneau ; Trés. : Nicole Micheneau ; Secrét. : Isabelle Delaunay,,lva-auto
RÉTROMOBILES DE LA MÉE,44110 Châteaubriant - France,06 78 52 44 43,victor.mataouchek@orange.fr,Pdt : Jean-Paul Berhault ; Trés. : Jean-Charles Fontvielle ; Secrét. : Victor Mataouchek,http://www.retromobiles.fr,lva-auto
RÉTRORENCARD,67380 Lingolsheim - France,06 86 55 00 56,,Pdt : Fabrice Rüthofer ; Vice-Pdt : Hubert Haerbrisch ; Trés. : Gérard Aribaud ; Trés. adj. : Francis Holler ; Secrét. : Patrick Guiraud ; Secrét. adj. : Alexandre Mittel,http://www.retrorencard.com,lva-auto
RÉTROTWIN VAYRACOIS,46110 Vayrac - France,06 18 45 61 44,secretariatrtv46@gmail.com,Pdt : Jean-Marie Breuleux ; Trés. : Mathieu Chabbert ; Secrét. : Gilles Vigneulle,https://retrotwinvayracois.jimdofree.com,lva-auto
RÊVES D'ANTAN,49270 Le Fuilet - France,02 41 70 50 96,,Pdt : Régis Lebars ; Vice-Pdt : Louis Poulain ; Secrét. : Christian Bellard ; Trés. : Loïc Audiau,,lva-auto
RÊVES MÉCANIQUES,24200 Sarlat-la-Canéda - France,06 83 83 34 53,colombie.bernard@orange.fr,Pdt : Bernard Colombié,,lva-auto
RÉVOLUTION ROTOR CLUB,77860 Quincy-Voisins - France,06 15 88 07 45,contact@revolutionrotorclub.com,Pdt : Laurent Tronçon ; Trés. : Frédéric Palyart ; Secrét. : Alexandre Julou,http://revolutionrotorclub.com,lva-auto
RHÔNE-ALPES SPITFIRE,69270 Fontaines-sur-Saône - France,06 08 65 97 58,contact@rhone-alpes-spitfire.fr,Pdt : Alain Boué-Mathou ; Vice-Pdt : Julien Delorme ; Trés. : Philippe Dussaucy ; Secrét. : Jacques Veaux ; Webmaster : Jean-Louis Lucido ; Communication : Dominique Duny,http://www.rhone-alpes-spitfire.fr,lva-auto
ROAD'BUZZARDS,51600 Vaudesincourt - France,06 29 05 36 21,pb.jmjacquet@wanadoo.fr,Pdt : Paulin Liebaut ; Vice-Pdt et Secrét. : Pierre Becret ; Trés. : Madame Liebaut,,lva-auto
ROADSTER ANGOULÊME CLASSIC - R.A.C.,16710 Saint-Yrieix-sur-Charente - France,06 81 46 32 82,francois.guiguen0326@orange.fr,Pdt : François Guiguen ; Trés. : Paul Floureux ; Secrét. : Olivier Bouillut ; Relations ext. : Patrick Moissenet,,lva-auto
ROADSTER OWNER'S CLUB NORMANDY,50810 Saint-Jean-des-Baisants - France,06 88 50 49 59,rocnormandy@orange.fr,Pdt : Michel Simon ; Trés. : Sophie Marie ; Secrét. : David Duclos,http://roc-normandy.over-blog.com,lva-auto
ROCHETAILLÉE MINIATURES,69270 Rochetaillée-sur-Saône - France,06 11 91 71 63,rochetailleemini@aol.com,Pdt : Dominique Bost ; Trés. : Grégory Gautier ; Secrét. : Alizée Bost,,lva-auto
ROCK'&'CARS,31460 Maureville - France,06 76 08 63 96,bobby.cadillac@wanadoo.fr,"Pdt : Robert ""Bobby"" Croz",,lva-auto
ROLLS-ROYCE ENTHUSIASTS CLUB SECTION FRANÇAISE - RREC,75014 Paris - France,,rrec.france@gmail.com,Pdt : Pascal de La Morinerie ; Trés. : Christian Herr ; Secrét. : Pierre-Henri Hanoune,http://www.rrecfrance.com,lva-auto
ROSALIE CITROËN CLUB,37230 Fondettes - France,06 85 32 60 45,rosalie-citroen-club@orange.fr,Pdt : Gilles Méténier ; Vice-Pdt : Jean-Philippe Deleforge ; Trés. : Joëlle Deleforge ; Secrét. : Romain Vidal,http://www.rosalie-citroen.com,lva-auto
ROTATIF CLUB,45260 Lorris - France,06 62 96 70 88,,Pdt : Pierre Charbonnier ; Secrét. : Serge Canaple,http://rotatif-club.fr/,lva-auto
ROUTE 62,62170 Lépine - France,06 72 38 21 05,route62lepine@gmail.com,Pdt : Clément Montargot ; Vice-Pdt : Olivier Hennequet ; Trés. : Francis Dupuis ; Secrét. : Jean-Jacques Faiderbe,http://www.route62americars.fr,lva-auto
ROVER CLUB DE FRANCE,27700 Fresne-l'Archevêque - France,06 11 34 87 67,contact@rover-club.fr,Pdt : Nicolas Roughol ; Vice-Pdt : Jean-Paul Laenen ; Secrét. : François-Xavier Dagnas ; Trés. : Daniel Prévost,http://www.rover-club.fr,lva-auto
ROVIN MOTOCARS,58000 Nevers - France,06 62 50 70 01,jjpillan@aol.com,contact : J.-J. Pillan,,lva-auto
SAINT GOBAIN VÉHICULES ANCIENS,02410 Saint-Gobain - France,06 42 00 48 10,saintgobainvehiculesanciens@gmail.com,"Vice-Pdts : E. Bais, J. Bullier, M. Fromentin, J-P. Clara, E. Caudron ; Trés. : J-P. Clara ; Vice-Trés. : E. Bais ; Secrét. : J. Bullier",,lva-auto
SANT RAFEU AUTO COLLECTION,83700 Saint-Raphaël - France,06 03 49 07 64,santrafeu@outlook.fr,Pdt : Danielle Deroual ; Trés. : Gérald L'Huillier ; Secrét. : Raymonde Audibert,http://www.sanrafeu.com,lva-auto
SAUVABUS,77730 Méry-sur-Marne - France,06 73 41 34 11,sauvabus@neuf.fr,Pdt : Alexandre Laurence ; Vice-Pdt : Guillaume Lascar ; Trés. : Laëtitia Laurence ; Secrét. : Delphine Delisse,,lva-auto
SCUDERIA LANCIA INTEGRALE,13005 Marseille - France,06 32 87 55 62,scuderia.lancia.integrale@gmail.com,Pdt : Marco Ferrara ; Vice-Pdt : Olivier Astier ; Trés. : Olivier Astier ; Secrét. : Lucas Berva,http://www.scuderia-lancia-integrale.com,lva-auto
SCUDERIA ROSSA CLUB FIAT 124 SPIDER DE FRANCE,44330 Vallet - France,06 59 87 55 37,jmhlr@orange.fr,Pdt : Jean-Michel Hallereau ; Trés. : Véronique Lafay ; Secrét. : Jean-Yves Bardin,http://www.fiat-fan.club,lva-auto
SCUDERIAZZURRA,83520 Roquebrune-sur-Argens - France,04 94 96 72 53,contact@scuderiazzurra.com,Pdt : Bastien Delplanque ; Vice-Pdt : Christophe Galofaro ; Trés. et Secrét. : Claude Touteau,http://www.scuderiazzurra.com,lva-auto
SEVENTIES CARS DRIVERS CLUB,59670 Sainte-Marie-Cappel - France,03 28 42 46 60,,Pdt : Jean-Pierre Leschaeve,,lva-auto
SEVENTIES CLASSIC CLUB TROPHY,88150 Capavenir-Vosges - France,06 11 75 67 85,franck@scct.fr,Pdt : Cédric Pierron ; Vice-Pdt : Franck Blanchard ; Trés. : Alexandre Contat,http://www.scct.fr,lva-auto
SÉZANNE RÉTRO MOBILE,51120 Sézanne - France,03 26 80 56 37,sezanneretro@yahoo.com,Pdt : Alain Legrand ; Vice-Pdts : Francis Petit et Christian Guerault ; Trés. : Jean Pierre Vinot ; Membres : Jean-Michel Mauvais et Anthony Legrand,,lva-auto
SIMCA 67 ET ANCIENNES,67310 Wasselonne - France,06 72 22 19 76,simca67-etanciennes@orange.fr,Pdte : Corinne Vaubourg ; Trés. : Patrick Hetzel ; Secrét. : Martin Van Bergeijk,http://simca67etanciennes.jimdo.com/,lva-auto
SIMCA RACING TEAM,21110 Longecourt-en-Plaine - France,06 69 96 04 23,srt.dijon@gmail.com,Pdte : Valére Di Meglio ; Vice-Pdts : Frank Demandre et Rémy Coudor ; Secrét. : Sylvie Demandre,,lva-auto
SISTERON RÉTRO PASSION,04200 Sisteron - France,06 47 28 43 62,sisteronretropassion@hotmail.fr,Pdt : André Clément,,lva-auto
SO DEUCH' - 2 CV CLUB MÉDITERRANÉEN,83350 Ramatuelle - France,06 80 33 55 62,sodeuch@yahoo.fr,Pdt : Olivier Payan,,lva-auto
SOCIÉTÉ PROTECTRICE D'AUTOMOBILES ANCIENNES,43140 Saint-Victor-Malescours - France,04 71 66 27 48,bernard.padel@cegetel.net,Pdt : Bernard Padel ; Secrét. : Christian Courbon,,lva-auto
SOUPAPES ET PISTONS,64240 Hasparren - France,06 45 09 21 60,contact@soupapesetpistons.fr,Pdt : Michel Marcelin ; Trés. : Pierre Aubert,http://www.soupapesetpistons.fr,lva-auto
SOUVENIR DE LA BELLE ÉPOQUE,72000 Le Mans - France,06 81 59 60 25,jackygendron@orange.fr,Pdt : Jacky Gendron ; Trés. : Marie-Christine Marteau ; Secrét. : Pascal Henry ; Resp. commission sorties : Franck Bachelot et Jean-François Ballier,,lva-auto
SPORT AUTO PASSION CLAIRA,66530 Claira - France,06 24 86 29 65,carole.tosi@live.fr,Pdt : Jean-Luc Tosi,,lva-auto
SPORT ET COLLECTION,86012 Poitiers Cedex - France,06 83 78 82 39,contact@sportetcollection.org,Pdt : Jean-Pierre Doury ; Trés. : Claude Vallat ; Secrét. Gén. : Jean-Pierre Souchaud ; Secrét. : Gérard Picault,http://www.sportetcollection.org,lva-auto
SPRIDGET CLUB DE FRANCE,45160 Olivet - France,02 38 63 36 36,spridgetclubdefrance@gmail.com,"Pdt : Thierry Dupont ; Trés. : Jean-Philippe Imbach ; Secrét. : Philippe Bethoux; Resp. des salons : Jean-Marc Felten ; Administrateurs : Claude Perrot, Frédérick Delannoy",http://spridget.fr,lva-auto
SQUADRA FIAT 118,19150 Lagarde-Marc-la-Tour - France,05 55 20 88 74,herve.d@no-log.org,Animateurs : Hervé Dupuy et Pierre Clavel,,lva-auto
STANDARD 216 - HISTO BUS GRENOBLOIS,38800 Le Pont-de-Claix - France,,contact@standard216.com,Pdt : Lionel Olives ; Vice-Pdt : Jacques Pufferra ; Trés. : Sylvain Blanchard ; Secrét. : Jean-Marie Guétat ; Webmaster : Sylvain Blanchard,http://www.standard216.com,lva-auto
STAR CLUB AQUITAIN,33170 Gradignan - France,,francois.keeskes@wanadoo.fr,Pdt : A. Zullo ; Trés. : J.-C. Schock ; Secrét. : P. Brondel,http://www.alpinerenault.com,lva-auto
SUCY CLASSIC CLUB,94370 Sucy-en-Brie - France,06 76 16 00 39,sucyclassicclub@gmail.com,Pdt : Ãric Ortet ; Vice-Pdt : Claude Nobili ; Trés. : Daniel Jassin ; Secrét. : François Francart,http://sucyclassic.fr,lva-auto
SUNBEAM CLUB DE FRANCE,59161 Escaudoeuvres - France,03 27 74 93 95,sunbeamclubfrance@free.fr,Pdt : Gil Longuet ; Vice-Pdt : Alain Buillit ; Secrét. : Bruno Troude ; Trés : Jean-Charles Franche,http://www.sunbeamclubdefrance.fr,lva-auto
SURY AUTO COLLECTION,45530 Sury-aux-Bois - France,06 72 00 59 69,ludy45390@gmail.com,Pdte : Ludyvine Bertheau ; Pdt d'honneur : Viginier Dominique ; Trés. : Stéphanie Jouannet ; Secrét. : Fabrice Louvier,http://www.sury-auto-collection.org,lva-auto
SYMPATHISANTS D'AUTOS POPULAIRES D'AQUITAINE REUNIS - SAPAR 64,64800 Montaut - France,06 60 29 60 92,club.sapar64@gmail.com,Pdt : Yves Cazenave-Tapis ; Vice Pdt.: Alain Personne ; Trés. : Christine Hourbeigt ; Secrét. : Bernard Dessagne,https://www.sapar64vehiculesanciens.com/,lva-auto
TACOT CLUB BRESSUIRAIS,79300 Bressuire - France,06 80 07 02 34,tacot-club@sfr.fr,"Pdt : Josiane Billy ; Vice-Pdt : Jérôme Jabot ; Trés. : Sylvie Le Gall ; Trés. adj. : Bruno Cantet ; Secrét. : Bernard Minault ; Secrét. adj. : François Guibert ; Commission Orga. : Serge Rousseau, Michel Landreau et Jean-Marie Marillaud",http://www.tacot-club.fr,lva-auto
TACOT CLUB DE L'AIN,01000 Bourg-en-Bresse - France,06 07 06 06 97,tacotclub.ain@wanadoo.fr,Pdte d'honneur : Madeleine Jacquet ; Pdt : Roger Pelus,http://www.tacotclub-ain.fr,lva-auto
TACOT CLUB DU RONSARD,41100 Naveil - France,06 72 64 63 11,deniau.mp@wanadoo.fr,Pdt : Patrick Deniau ; Vice-Pdt : Michel Flaicte ; Trés. : Jacqueline Caillon ; Secrét. : Marie-Annick Breton ; Responsable moto : André Mailler,,lva-auto
TACOT CLUB GAVOT,05000 Gap - France,06 21 03 51 52,jm.belier@laposte.net,Pdt : Jean-Marc Belier ; Trés. : Maryse Dragon ; Secrét. : Nicole Belier ; Webmaster : Bruno Galvin,http://lesvieillescaisses.webnobe.fr,lva-auto
TACOT CLUB TARNAIS,31240 Saint-Jean - France,05 61 74 56 92,bernard.delmas12@orange.fr,Pdt : Bernard Delmas ; Trés. : Michèle Paterson ; Secrét. : Danielle Enjalbert,http://www.tacotclubtarnais.fr,lva-auto
TACOT'S CLUB GASCON,32003 Auch Cedex - France,05 62 05 82 47,tacotsclubgascon@gmail.com,Pdts : Christian Mendousse et Bernard Villemonte ; Vice-Pdt : Alain Zanello ; Trés. : Damien Chanfreau ; Trés. adj. : Cathy Ricaud ; Secrét. : Dominique Louit ; Secrét. adj. : Jean-Claude Bussac ; Commissaire aux affaires culturelles : Michel Lau,http://tacotsclubgascon.org,lva-auto
TACOTCHIC,94200 Ivry-sur-Seine - France,06 18 38 00 50,jo50sslapbass@free.fr,Pdt : Jo Briquet ; Trés. : Ãvelyne Dollé ; Secrét. : Bernard Roque,https://sites.google.com/site/tacotchic,lva-auto
TACOTS CLUB SAINTJEANDAIRE,42650 Saint-Jean-Bonnefonds - France,06 30 99 59 98,andre_bouchut@yahoo.fr,Pdt : Marc Giraudon ; Vice-Pdte : Marie Noëlle Marconnet ; Trés. : Jean-Pierre Brunon ; Secrét. : André Bouchut,,lva-auto
TACOTS DU BEUVRON,50240 Saint-James - France,02 33 48 23 79,,"Pdt : J. Desclos ; Vice-Pdts : Rémi Gautier, Gérard Battais et Ernest Lotton ; Trés. : Michelle Lotton ; Secrét. : B. Desclos",http://www.tacotsdubeuvron.over-blog.fr,lva-auto
TACOTS ET TURBOS DE STREDELL,35370 Étrelles - France,07 54 36 39 25,accueiltts@gmail.com,Pdt : Hervé Jouault ; Vice-Pdt : Franck Guillou ; Trés. : Thierry Paillette ; Secrét. : Matthieu Guillet,http://www.tts-bzh,lva-auto
TACOTS MONTLUÇONNAIS,03410 Domérat - France,04 70 08 03 97,contact@tacots-montluconnais.fr,Pdt : Gérard Velleaud ; Vice-Pdt : Yves Chateau ; Trés. : Yves Cognet ; Trés. adj. : Philippe Petitjean ; Secrét. : David Jobert,http://www.tacots-montluconnais,lva-auto
TAKO 68,68800 Thann - France,06 16 96 48 44,tako.68@laposte.net,Pdt : Gabriel Lemblé ; Trés. : Benoît Stroebele ; Secrét. : Colette Schroeder,http://club-tako-68.e-monsite.com,lva-auto
TARN RÉTRO AUTO CLUB,81000 Albi - France,07 64 18 01 08,tarnretroautoclub2@gmail.com,Pdt : Bruno Benard ; Trés. : Paulette Prieur ; Secrét. Gén. : Daniel Varingot,http://www.tarnretroautoclub.fr,lva-auto
TAUNUS MANIA,68200 Mulhouse - France,06 21 26 54 91,taunusmania@wanadoo.fr,Pdt : Frank Rousset ; Vice-Pdt : Nicolas Hemmen,http://www.taunusmania.com,lva-auto
TEAM 2000 RS,25630 Sainte-Suzanne - France,03 81 96 79 13,sylvain.marinot@wanadoo.fr,Pdt : Sylvain Marinot ; Trés. : Joseph Garadian ; Secrét. : Marie Hanry,,lva-auto
TEAM ALPINE GORDINI SOMMIÈRES 30 - TAGS 30,30250 Sommières - France,06 83 81 40 93,xavierdubourg0@gmail.com,"Pdt : Xavier Dubourg ; Vice-Pdt : Christian Rigon ; Trés. : Didier Roucher ; Secrét. : Benoît Delattre ; Membres d'honneur : François-Xavier Delfosse, Dominique Gaudriault et Jean-Pierre Coppola",,lva-auto
TEAM AUTO DE LA CHAPELLE,69440 Saint-Laurent-d'Agny - France,06 08 09 32 05,marc.poix.cg@free.fr,,,lva-auto
TEAM CHEYENNE,42800 Châteauneuf - France,06 07 31 40 60,monteehistorique@neuf.fr,Pdt : Gilles Mastatuono ; Trés. : Véronique Chazelet ; Secrét. : Michelle Bouquet,http://teamcheyenne.sopixi.fr,lva-auto
TEAM DINO FRANCE,13580 La Fare-les-Oliviers - France,06 49 39 09 57,team.dino.france@gmail.com,Pdt : Jean Santolaria ; Trés. : Cyril Ohannessian ; Secrét. : Stéphanie Ohannessian,,lva-auto
TEAM MAXI 1000,92240 Malakoff - France,06 89 09 54 04,tropheemaxi1000@orange.fr,,http://www.tropheemaxi1000.fr,lva-auto
TEAM MINICORP.NET,06510 Bouyon - France,06 70 61 07 74,minimaster@minicorp.net,Pdt : Xavier Roux ; Trés. : Patricia Trombi,http://www.minicorp.net,lva-auto
TEAM RALLYE SERRIÉROIS,01160 Pont-d'Ain - France,06 75 59 38 09,joel.jacquiot@wanadoo.fr,Pdt : Marc Waroquier ; Trés. : Dominique Montabone ; Secrét. : Jocelyne Devise,http://www.facebook.com/Team-Rallye-Serrierois,lva-auto
TEAM VASIO ROMAIN,84110 Vaison-la-Romaine - France,04 90 62 47 93,teamvasioromain@orange.fr,Pdt : Alain Cuer ; Trés. : Michel Jacquet ; Secrét. : Roland Wagner,http://www.teamvasioromain.com,lva-auto
TECHNOVISIONS,56330 Camors - France,06 40 50 70 77,,Pdt : Killian Le Guenno ; Trés. et Secrét. : Danielle Bonneau,http://www.technovisions.fr,lva-auto
TEUF CLUB VAUNAGEOL,30870 Clarensac - France,04 66 81 53 82,,Pdt : Alain Agniel ; Trés. : Ãvelyne Agniel,http://www.teufclub-vaunageol.fr,lva-auto
TEUF TEUF CLUB MAGUELONE - T.T.C.M,34750 Villeneuve-lès-Maguelone - France,06 60 17 86 39,berenguerg3@gmail.com,Pdt : Gérard Bérenguer ; Trés. : Thierry Fay ; Secrét. : Pascal Gonzalez,,lva-auto
TEUF TEUF DOUESSIN,49700 Doué-la-Fontaine - France,02 41 67 24 52,jpo49@orange.fr,Pdt : Jean Philippe Onillon ; Trés. : Bruno D'Hommée ; Secrét. : Odile Merienne,http://www.ttd49.com,lva-auto
TEUF-TEUF DE BIÈVRES,91570 Bièvres - France,,leon.paulet@free.fr,Pdt : J.-M. Charpentier,,lva-auto
TEUFS-TEUFS YVOISIENS,08110 Carignan - France,03 24 22 27 19,teufsteufsyvoisiens@gmail.com,Pdt : François Jacquemin ; Trés. : Anne-Marie Jacquemin ; Secrét. : Claude Klein,http://www.grand-prix-retro-yvois.fr,lva-auto
TEXAS OKLAHOMA VEHICLES GROUP,57100 Thionville - France,07 83 09 64 84,jeanfrancois.hild@arcelormittal.com,Jean-François Hild,,lva-auto
THE CRAZY MINI CLUB,13850 Gréasque - France,04 42 69 95 01,,Pdt : Jean-Claude Guli,http://thecrazyminiclub.free.fr/,lva-auto
THE LAND ROVER FELLOWSHIP,18800 Étréchy - France,,c.cbel@sfr.fr,Pdt : Claude Belleville ; Trés. : Claire Belleville ; Vice-Trés. : Serge Dubois ; Secrét. : Claire Belleville,,lva-auto
THIÉRACHE DEUCHE CLUB ET SES DÉRIVÉS,59132 Trélon - France,06 85 60 74 51,laporteelisette@hotmail.fr,Pdt : Manuel Laporte,,lva-auto
TORPÉDO CLUB CORRÉZIEN,19100 Brive-la-Gaillarde - France,06 86 06 35 00,cclavelle@hotmail.fr,Pdt : Claude Clavelle ; Vice-Pdt : Jean Paul Pesme ; Trés. : Yoko Lefaure ; Trés. adj. : Christophe Demuylder ; Secrét. : Arnaud Guyon ; Secrét. adj. : Jean Michel Chouzenoux,http://www.torpedoclub19.com,lva-auto
