id,nom,adresse,telephone,email,bureau,site_internet,lien
C501,LAMBORGHINI CLUB FRANCE,51140 Muizon - France,,lambo.club.france@gmail.com,Pdt : Ãric Thomassey ; Vice-Pdt : Jean-Marie Gozzo ; Trés. : Thierry Hoffmann ; Secrét. : Pierre Le Mounier,http://www.lamborghini-club-france.com,https://www.lva-auto.fr/annuaire.detail.php?id=C501&idCategorie=C
C1137,LANCIA CLASSIC CLUB,95270 Luzarches - France,06 47 88 01 53,lancia.classic@gmail.com,Pdt et Trés. : Stéphane Louazé ; Vice-Pdt : Pierre Chevallet ; Community Manager : Laurent Caro ; Resp. sorties : Nicolas Tschann ; Créativité : Erwin Museur,http://www.lanciaclassicclub.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1137&idCategorie=C
C502,LANCIA CLUB FRANCE,95250 Beauchamp - France,06 20 82 00 93,enguerran-voisin@wanadoo.fr,"Pdt : Jean-Charles Voisin ; Vice-Pdt : Thierry Vendewinkele ; Trés. : Philippe Houdaille ; Secrét. : Claude Goeuriot, Daniel Pottier et Jean-Pierre Voisin ; Chargé de com. : Jean-Marc Fourré",http://www.lanciaclubfrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C502&idCategorie=C
C1859,LANCIA CLUB FRANCE-ANTENNE EST,88400 Liézey - France,03 29 24 74 62,serge.croizier@orange.fr,Serge Croizier,http://www.lanciaclubfrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1859&idCategorie=C
C1980,LANCIA NET,77710 Nanteau-sur-Lunain - France,01 64 29 00 19,jpdoerflinger@yahoo.fr,Pdt : Jean-Philippe Doerflinger ; Trés. : Ludovic Guignard ; Secrét. : Hugo Fleuriel,http://www.lancianet.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1980&idCategorie=C
C2036,LANCIA THESIS CLUB DE FRANCE,62119 Dourges - France,06 72 70 73 38,thesis62119@gmail.com,Pdt : Philippe Hourdequin,http://www.lanciathesis-clubdefrance.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2036&idCategorie=C
C504,LANÇON AUTO MOTO COLLECTION,13680 Lançon-Provence - France,04 90 57 65 84,latilamc@aliceadsl.fr,Pdt : Michel Latil ; Secrét. : Jean-Claude Marino ; Trés. : Gisèle Rumaud ; Trés. adj. : Sylvette Seguin ; Relations inter-clubs : Christian Bonnin ; Webmaster : Gisèle Rumaud,http://lamc13680.e-monsite.com,https://www.lva-auto.fr/annuaire.detail.php?id=C504&idCategorie=C
C1371,LAND ROVER ÉVASION 33,33700 Mérignac - France,,evasion33@gmail.com,Pdt : Jean-Christophe Tritschler ; Vice-Pdts : Xavier Lacoste et Jean-Richard Boissel ; Trés. : Marie Filali ; Secrét. : Cyril Masse ; Conseillers tech. : Pascal Ducamin et José Patte,http://www.land-rover-evasion33.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1371&idCategorie=C
C505,LANDES AUTO RÉTRO,40100 Dax - France,06 85 45 47 76,landesautoretro@gmail.com,Pdt : Christian Darrosé ; Vice-pdt : Jean-Paul Darsaut ; Trés : Benoît Lamiable ; Secrét. : Daniel Bourdenx,http://landesautoretro-dax.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C505&idCategorie=C
C1737,LB RÉTRO RACING,51420 Nogent-l'Abbesse - France,06 11 76 38 73,jose.barat0539@orange.fr,,https://www.facebook.com/LbRetroRacing/,https://www.lva-auto.fr/annuaire.detail.php?id=C1737&idCategorie=C
C2400,LE 32 DEUCHE CLUB,32380 Saint-Clar - France,06 71 32 40 35,le32deucheclub@gmail.com,Pdt : Sylvain Legrand ; Trés. : Ghyslaine Legrand ; Secrét. : Brigitte Alem,http://www.le32deucheclub.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2400&idCategorie=C
C951,LE CAMION CLUB DE FRANCE,17170 Ferrières - France,07 85 89 72 11,camionclubdefrance.a@free.fr,Pdt : Jean-Pierre Saulet ; Trés. : Daniel Brillant ; Secrét. : Christian Jollivet,http://camionclubdefrance.a.free.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C951&idCategorie=C
C1474,LE CERCLE DES FOUS DU VOLANT,77124 Villenoy - France,,,Pdt : Benoît Cronne ; Trés. : Frédérique Marcoux ; Secrét. : Boris Cziglenyi,,https://www.lva-auto.fr/annuaire.detail.php?id=C1474&idCategorie=C
C836,LE CHEVAL MÉCANIQUE,74700 Domancy - France,06 72 00 61 24,ydescombes@hotmail.fr,Pdt : Yves Descombes ; Trés. : Daniel Menégon ; Secrét. : Adeline Ravier,http://www.chevalmecanique.com,https://www.lva-auto.fr/annuaire.detail.php?id=C836&idCategorie=C
C1021,LE CLUB 205,68530 Buhl - France,01 44 75 91 02,president@leclub205.com,Pdt : Gilles Bossens ; Vice-Pdt : Jérome Bernard ; Trés. : Corentin Gernez ; Secrét. : Fabian Flury,http://www.leclub205.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1021&idCategorie=C
C270,LE CLUB 404,30300 Jonquières-Saint-Vincent - France,06 72 66 80 89,yoann.nikodem@gmail.com,,http://www.leclub404.com,https://www.lva-auto.fr/annuaire.detail.php?id=C270&idCategorie=C
C2303,LE CLUB DES CHEVRONNÉS,77515 La Celle-sur-Morin - France,06 78 96 72 21,,Pdt : Régis Laisné ; Trés. : Sylvain Collette ; Secrét. : Corinne Routier,http://leclubdeschevronnes.forumactif.org/,https://www.lva-auto.fr/annuaire.detail.php?id=C2303&idCategorie=C
C2480,LE CLUB MOYNET,82220 Vazerac - France,09 81 30 40 10,le.club.moynet@gmail.com,Pdt et Trés. : Paul Santraine ; Secrét. : Ghyslaine Bernier,http://moynet.forumprod.com/,https://www.lva-auto.fr/annuaire.detail.php?id=C2480&idCategorie=C
C2441,LE MANS MINI VOITURE,72190 Coulaines - France,06 81 10 18 99,pascal.guibout@wanadoo.fr,Pdt : Pascal Guibout ; Vice-Pdt : Patrick Lepage ; Trés. : Jean-Pierre Dehoux ; Secrét. : Alain Pasquier,,https://www.lva-auto.fr/annuaire.detail.php?id=C2441&idCategorie=C
C2004,LE MINIATURE CLUB RHÔNE-ALPES - MCRA,69220 Corcelles-en-Beaujolais - France,07 59 64 41 11,mcra.asso@gmail.com,Pdt : Jacques Morel ; Trés. : Marc Vennetier ; Secrét.: Jean-Luc Chapuis,,https://www.lva-auto.fr/annuaire.detail.php?id=C2004&idCategorie=C
C1842,LE P'TIT BOLIDE,73100 Aix-les-Bains - France,06 64 96 47 05,leptitbolide@orange.fr,Pdt : Daniel Nonglaton,,https://www.lva-auto.fr/annuaire.detail.php?id=C1842&idCategorie=C
C1653,LE PISTON,68480 Ligsdorf - France,03 89 40 34 44,,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1653&idCategorie=C
C2553,LE RENDEZ-VOUS DE LA REINE - RVR,78120 Rambouillet - France,06 10 94 66 66,rendezvousdelareine@yahoo.com,Pdt : Pascal Larue ; Vice-Pdt : Christophe Girma ; Trés. : Ãric Landa ; Secrét. : Nathalie Lancien,http://lerendezvousdelareine.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2553&idCategorie=C
C1414,LE RÉTROMOBILE DU HAUT ALLIER,48300 Langogne - France,04 66 46 67 20,a.bonnefille@orange.fr,Pdt : André Bonnefille,https://retromobilehautallier.wordpress.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1414&idCategorie=C
C995,LE RÉTROVISEUR SAUMUROIS,49411 Saumur Cedex - France,06 14 88 26 37,jf-h-cosy-yeye@laposte.net,Pdt : Jack Galland ; Vice-Pdt : Jean-François Thomas ; Trés. : Patrick Le Malliaud ; Secrét. : Gaël Batys ; Admin. courrier : Luc Couet ; Web. : Sylviane Cantin ; Reporter : Fabien Ligier,http://retroviseursaumurois.e-monsite.com/,https://www.lva-auto.fr/annuaire.detail.php?id=C995&idCategorie=C
C954,LE TEMPS DES SÉRIES,74600 Seynod - France,,,Pdt : Roman Neufert : Vice-Pdt : Jean-Louis Casaubon ; Trés. : Antonin Lacroix ; Secrét. : Ramsès Ben Moussa ; Webmaster : Alexandre Brouillet,http://www.le-temps-des-series.com,https://www.lva-auto.fr/annuaire.detail.php?id=C954&idCategorie=C
C1348,LE TRICYCLE 1900,82200 Moissac - France,05 63 93 04 79,,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1348&idCategorie=C
C774,LE WAGON BLEU,34380 Viols-le-Fort - France,04 67 55 74 00,gauthier.gotwagon@wanadoo.fr,"Pdt : Gilbert Gauthier ; Vice-Pdt : Romain Duflot, Trés. : Romain Duflot ; Secrét. : Jean-Marie Libourel ; Relations Publiques : Rémi Chaudesaigues ; Intendance : Jacky Delorme et Serge Claparède ; Resp. techn. : Miche Hocq et Jean-Claude Deveze ",http://www.wagon-bleu.org,https://www.lva-auto.fr/annuaire.detail.php?id=C774&idCategorie=C
C1908,LES 2 CV À CAPOTS ONDULÉS,06450 Belvédère - France,06 11 25 08 57,capotsondules@gmail.com,Pdt : Jean-Claude Viola ; Vice-Pdt : Pierre Vuillard ; Trés. : Roger Lanza ; Secrét. : Gabriel Apert,http://www.2cvco.canalblog.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1908&idCategorie=C
C2160,LES 2 CV BOURBONNAISES,03100 Montluçon - France,04 70 09 25 75,les2cvbourbonnaises@yahoo.fr,,http://www.sport-montlucon.com/clubs/2cvbourbon,https://www.lva-auto.fr/annuaire.detail.php?id=C2160&idCategorie=C
C2172,LES 2 CV CORRÉZIENNES,19000 Tulle - France,06 45 90 94 37,joelle.lelievre1@orange.fr,Pdt : Henri Paillassou ; Secrét. : Joëlle Lelièvre,http://www.les2cvcorreziennes.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2172&idCategorie=C
C1822,LES 2 CV DE BEAUCE,28630 Thivars - France,06 09 12 16 45,lavrat-2cv@orange.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1822&idCategorie=C
C2221,LES 2 CV DE L'OISE,60730 Lachapelle-Saint-Pierre - France,06 82 48 99 42,2cvdeloise@wanadoo.fr,Pdt : Jean-Sébastien Deflandre ; Trés. : Willy Kleijn ; Secrét. : Pierre Pizetta,http://2cv.oise.free.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2221&idCategorie=C
C2559,LES 2 CV DE LA BRIE,77169 Saint-Siméon - France,06 58 58 88 53,les2cvdelabrie@gmail.com,Pdt : Patrick Lemaire ; Trés. : Pierre Beauvallet ; Secrét. : Alain Babule,http://les-2cv-de-la-brie.forumactif.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2559&idCategorie=C
C2190,LES 2 CV DE SOLOGNE,41250 Mont-près-Chambord - France,06 74 48 61 05,florent.hermelin@orange.fr,Pdt : Florent Hermelin,http://www.les2cv-desologne.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2190&idCategorie=C
C1176,LES 2 CV DU CARLADEZ,15800 Polminhac - France,04 71 64 08 74,,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1176&idCategorie=C
C960,LES 2 CV DU POITOU,86210 Bellefonds - France,06 48 96 95 60,contact@2cvdupoitou.org,Pdt : Karine Petit ; Vice-Pdt : Guillaume Jubien ; Trés. : Jérémie Andréi ; Secrét. : Frédérique Rouffignat,http://www.2cvdupoitou.org,https://www.lva-auto.fr/annuaire.detail.php?id=C960&idCategorie=C
C2203,LES 2 PATTES DE MIMI SANS POIL,61800 Chanu - France,06 28 58 72 34,les2pattesdemimisanspoil@laposte.net,,https://www.facebook.com/les2pattesdemimisanspoil/,https://www.lva-auto.fr/annuaire.detail.php?id=C2203&idCategorie=C
C2051,LES 4A - ASSOCIATION AVIGNONNAISE AUTOMOBILES ANCIENNES,84000 Avignon - France,06 10 83 38 96,4a.avignon@gmail.com,Pdt : François Cardineau ; Vice-Pdt et Secrét. : Yves Tudesq ; Trés. : Richard Favier,http://www.4a-avignon.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2051&idCategorie=C
C2101,LES AIGLES CHENARD ET WALCKER CLUB,84450 Saint-Saturnin-lès-Avignon - France,06 03 46 78 83,lesaigleschenardwalcker@gmail.com,Pdt : Henry Carbonnel,http://chenardetwalcker.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C2101&idCategorie=C
C30,LES AMATEURS D'AUTOMOBILES ANCIENNES - AAA,69006 Lyon - France,,epoquauto@les3a.com,Pdt : Pierre Desmerger ; Vice-Pdt club : Henri Valla ; Vice-Pdt Ãpoqu'auto : Jean-Paul Bessy ; Trés. : Yves Muller ; Secrét. : Babette Carrozzi,http://www.les3a.com,https://www.lva-auto.fr/annuaire.detail.php?id=C30&idCategorie=C
C512,LES AMATEURS DE CITROËN ANCIENNES,59496 Hantay - France,03 20 29 09 97,f.paradis@wanadoo.fr,Pdt : Frédéric Paradis ; Trés. : Denis Gevas,,https://www.lva-auto.fr/annuaire.detail.php?id=C512&idCategorie=C
C514,LES AMATEURS DE MATHIS,69390 Charly - France,07 69 48 72 82,michel.tisserand88@gmail.com,Pdt : Jean-Pierre Burs ; Pdts d'honneur : J.-P. Miniot et Gabriel Krafft ; 1er Vice-Pdt et Secrét. Gén. : Michel Tisserand ; 2e Vice-Pdt et Trés. : Yves Billecard,,https://www.lva-auto.fr/annuaire.detail.php?id=C514&idCategorie=C
C2685,LES AMATEURS DE VÉHICULES ANCIENS DE VILLEFRANCHE-DU-PÉRIGORD - AVAV,24550 Villefranche-du-Périgord - France,06 09 74 00 11,brunocoupeau@gmail.com,Pdt : Bruno Coupeau ; Trés. : Pierre Michot ; Secrét. : Mireille Gutel,,https://www.lva-auto.fr/annuaire.detail.php?id=C2685&idCategorie=C
C2068,LES AMATEURS DE VIEILLES CARETTES,62880 Vendin-le-Vieil - France,03 21 69 43 39,lamiaux.jean-pierre@orange.fr,Pdt : Jean-Pierre Lamiaux,http://les-amateurs-de-vieilles-carettes.e-monsite.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2068&idCategorie=C
C890,LES AMIS DE CHENARD ET WALCKER,62370 Guemps - France,06 70 01 34 24,eric-edwige@orange.fr,Pdt : Ãric Bancquart ; Vice-Pdt : Marc Clouet ; Secrét. : Nadine Hernando et Françoise Herold,http://www.lesamisdechenard.com,https://www.lva-auto.fr/annuaire.detail.php?id=C890&idCategorie=C
C515,LES AMIS DE DARL'MAT,75015 Paris - France,06 22 66 81 77,amis.darlmat@wanadoo.fr,Pdt : Philippe Boulay ; Vice-Pdt : Patrick Bailleul ; Pdt d'honn. : Pierre Charbonnier ; Trés. : Françoise Boulay ; Secrét. : Vincent Yernaux ; Secrét. adj. : Guy Masmonteil,,https://www.lva-auto.fr/annuaire.detail.php?id=C515&idCategorie=C
C516,LES AMIS DE DELAGE,75116 Paris - France,07 68 37 69 70,amisdedelage@delage.org,Pdt : Claude Dardel ; 1er Vice-Pdt et rel. ext. : Jean-Michel Charpentier ; Vice-Pdt : Olivier Masi ; Trés. : Guy Poirier ; Secrét. : Didier Brasme,http://www.delage.org,https://www.lva-auto.fr/annuaire.detail.php?id=C516&idCategorie=C
C517,LES AMIS DE GABRIEL VOISIN,31100 Toulouse - France,,lesamisdeg.voisin@free.fr,Pdt : Vincent Targe ; Trés. : Dominique Juillard ; Secrét. : Bertrand Lesueur,http://www.avions-voisin.org,https://www.lva-auto.fr/annuaire.detail.php?id=C517&idCategorie=C
C518,LES AMIS DE GEO HAM,53000 Laval - France,06 20 39 04 28,lesamisdegeoham@orange.fr,Pdt : Ãtienne Tonin ; Trés. : Jacqueline Guillet,,https://www.lva-auto.fr/annuaire.detail.php?id=C518&idCategorie=C
C1516,LES AMIS DE L'AUTO ANCIENNE CHAMPENOISE,51200 Épernay - France,06 77 08 87 84,ladaac@laposte.net,Pdt : Claude Pierron ; Secrét. : Jacques Dreyer ; Trés. : Roselyne Jacquinet ; Photographe : Henri Dorigny,,https://www.lva-auto.fr/annuaire.detail.php?id=C1516&idCategorie=C
C519,LES AMIS DE L'AUTOMOBILE ANCIENNE DE LA GIRONDE - AAAG,33440 Ambarès-et-Lagrave - France,06 82 21 00 96,michel.bedichaud@9online.fr,Pdt : Michel Bedichaud ; Vice-Pdt : Bernard Chassagne ; Secrét. : Martine Bedichaud ; Trés. : Xavier Raffenaud,,https://www.lva-auto.fr/annuaire.detail.php?id=C519&idCategorie=C
C1936,LES AMIS DE LA BELLE AUTOMOBILE,44630 Plessé - France,06 80 28 60 92,jcbourseauto@gmail.com,Jean-Claude Roger,http://en cours,https://www.lva-auto.fr/annuaire.detail.php?id=C1936&idCategorie=C
C2647,LES AMIS DE LA FFVE,92100 Boulogne-Billancourt - France,,contact@lesamisffve.com,Pdt : Patrick-André Laubie,http://www.lesamisffve.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2647&idCategorie=C
C521,LES AMIS DE LA LICORNE,51100 Reims - France,06 85 65 43 33,amisdelalicorne@yahoo.fr,Pdt : Christian Blondé ; Vice-Pdt et Secrét. : Thibault Roussel ; Trés. : Gisèle Guillin,,https://www.lva-auto.fr/annuaire.detail.php?id=C521&idCategorie=C
C522,LES AMIS DE LA TRACTION,61300 L'Aigle - France,02 33 24 01 67,miferet@wanadoo.fr,Pdt : Stéphane Herbet ; Pdt d'honneur : Michel Feret ; Trés. : Annick Lefranc ; Secrét. : Valéry Courville,http://www.lesamisdelatraction.fr/pages/page-principale.php,https://www.lva-auto.fr/annuaire.detail.php?id=C522&idCategorie=C
C1948,LES AMIS DE LA VOIE ROYALE-PIOLENC ROUTE RÉTRO,84420 Piolenc - France,06 85 52 32 44,infos.avrp@orange.fr,Pdt : Jean-Michel Moulet ; Vice-Pdt : Richard Petit ; Trés. : Patrick Conedera ; Trés. adj. : Michel Moissonnier ; Secrét. : Marcel Matelly ; Secrét. adj. : Francette Sidot,,https://www.lva-auto.fr/annuaire.detail.php?id=C1948&idCategorie=C
C523,LES AMIS DE LA VOITURE ANCIENNE DE METZ - AVAM,57070 Metz - France,06 74 42 89 83,avam57@outlook.fr,Pdt : Max Ducharme ; Vice-Pdt : André Monget ; Trés. : André Pignon ; Secrét. : Robert Plontz,,https://www.lva-auto.fr/annuaire.detail.php?id=C523&idCategorie=C
C524,LES AMIS DE PANHARD ET LEVASSOR,91410 Les Granges-le-Roi - France,01 64 59 96 99,paul.dupuis-philiponnet@neuf.fr,Pdt : Paul Dupuis-Philiponnet ; Secrét. : Annie Poudroux ; Secrét. adj. : Fabien Petit,,https://www.lva-auto.fr/annuaire.detail.php?id=C524&idCategorie=C
C525,LES AMIS DES AUTOMOBILES ANCIENNES DES BAOUS,06800 Cagnes-sur-Mer - France,04 93 70 07 13,brigittedesbaous@hotmail.com,Pdte : Brigitte Brumeaux ; Trés. : Philippe Mare,http://www.sorties-voitures-anciennes.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C525&idCategorie=C
C1310,LES AMIS DES VÉHICULES ANCIENS,25110 Baume-les-Dames - France,03 81 84 26 55,ladvadoubs@gmail.com,,https://sites.google.com/site/ladvadoubs,https://www.lva-auto.fr/annuaire.detail.php?id=C1310&idCategorie=C
C526,LES AMIS DES VIEILLES VOITURES DU VIVARAIS - LES 3V,07300 Tournon-sur-Rhône - France,06 89 72 59 05,les3v.partage@gmail.com,Pdts : Patrick Soton et Corinne Roux ; Trés. : Gilbert Lefaut,,https://www.lva-auto.fr/annuaire.detail.php?id=C526&idCategorie=C
C1616,LES AMIS DU CIRCUIT D'AVIGNON VAUCLUSE - ACAV,84000 Avignon - France,07 66 51 93 61,acavasso@icloud.com,Pdt : Jean Soullier ; Trés. : Pierre-Henri Mourges ; Trés. adj. : Audrey Garcin ; Secrét. : Yves Boireau,http://www.avignon-motor-festival.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1616&idCategorie=C
C1696,LES AMIS DU CIRCUIT DE GUEUX - ACG,51390 Gueux - France,06 86 18 87 96,contact@amis-du-circuit-de-gueux.fr,,http://www.amis-du-circuit-de-gueux.fr,https://www.lva-auto.fr/annuaire.detail.php?id=C1696&idCategorie=C
C527,LES AMIS DU LION,94200 Ivry-sur-Seine - France,09 83 25 27 43,amisdulion@amisdulion.net,Pdt : Guy Masmonteil ; Secrét. : Annie Bouchoux,http://www.facebook/lesamisdulion,https://www.lva-auto.fr/annuaire.detail.php?id=C527&idCategorie=C
C1271,LES AMIS DU TYPE H,93700 Drancy - France,06 63 17 37 37,lesamisdutypehdes2charentes@laposte.net,Pdt : Bruno Deltombe,http://www.lesamisdutypeh.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1271&idCategorie=C
C1905,LES AMIS DU VIEUX BRIGNAIS,69530 Brignais - France,06 77 69 42 67,michel.lhermitte69@gmail.com,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1905&idCategorie=C
C528,LES AMOUREUX DES PEUGEOT 203-403,76480 Sainte-Marguerite-sur-Duclair - France,06 08 01 86 88,contact@amoureux203-403.com,Pdt : Yannick Gervason ; Vice-Pdt : Donat Coulombier ; Trés. : Alain Sallé ; Trés. adjoint : Lionel Monnier ; Chargé des adhésions : Donat Coulombier ; Secrét. : Dominique Lebeaux ; Secrét. adj. : Isabelle Laborde,http://www.amoureux203-403.com,https://www.lva-auto.fr/annuaire.detail.php?id=C528&idCategorie=C
C529,LES ANCÊTRES AUTOMOBILES,45430 Chécy - France,06 08 25 46 76,daniel.paty@lesancetresautomobiles.com,Pdt : Daniel Paty ; Secrét. : Marie-Claire Lebrun,http://www.lesancetresautomobiles.com,https://www.lva-auto.fr/annuaire.detail.php?id=C529&idCategorie=C
C2113,LES ANCIENNES 50CC.com,62250 Marquise - France,03 21 92 37 32,remy-62930@hotmail.fr,Pdt : Steeven Decomble ; Secrét. : Rémy Decomble,http://les-anciennes-50cc.com,https://www.lva-auto.fr/annuaire.detail.php?id=C2113&idCategorie=C
C987,LES ANCIENNES BEYNOISES,78650 Beynes - France,06 85 31 22 14,anciennesbeynoises@free.fr,Pdt : Patrice Guasp ; Trés. : Mireille Jolivet ; Secrét. : Joël Langlois,http://anciennesbeynoises.free.fr/,https://www.lva-auto.fr/annuaire.detail.php?id=C987&idCategorie=C
C1293,LES ANCIENNES CALANDRES ALPINES,05000 Gap - France,06 64 67 81 01,les.anciennes.calandres.alpines@gmail.com,Pdt : Jean-Pierre Brenier ; Trés. : Gérard Jaussaud ; Secrét. : Hélène Bonnardel,,https://www.lva-auto.fr/annuaire.detail.php?id=C1293&idCategorie=C
C1776,LES ANCIENNES CALANDRES CHELLOISES,77500 Chelles - France,06 80 18 42 16,laurent.laplace77@orange.fr,,,https://www.lva-auto.fr/annuaire.detail.php?id=C1776&idCategorie=C
C2671,LES ANCIENNES CHAUMONTAISES - LAC,41600 Chaumont-sur-Tharonne - France,,lac41600@gmail.com,Pdt : Eric Legrand ; Vice-Pdt : Yves Savale ; Secrét. : Myriam Thomas ; Secrét. adj. : Axelle Legrand ; Trés. : Nicole Thomas ; Trés. adj. : Dominique René,,https://www.lva-auto.fr/annuaire.detail.php?id=C2671&idCategorie=C
C2415,LES ANCIENNES DU CH'TI,59286 Roost-Warendin - France,06 87 03 16 14,simca.poirier@wanadoo.fr,Pdt : Dominique Poirier ; Vice-Pdt : Dany Poirier ; Trés. : Régis Grifon ; Secrét. : Fabrice Petit,,https://www.lva-auto.fr/annuaire.detail.php?id=C2415&idCategorie=C
C1143,LES ANCIENNES DU LITTORAL 83,83980 Le Lavandou - France,06 16 82 83 86,adl83@outlook.fr,Pdt : Jean-Pascal Curnillon,http://www.lesanciennesdulittoral83.com,https://www.lva-auto.fr/annuaire.detail.php?id=C1143&idCategorie=C
C1441,LES ANCIENNES ROUES DU PONTET,84270 Vedène - France,06 33 02 05 80,lesanciennesroues@orange.fr,Pdt : Joël Bocceda ; Trés. : Brigitte Bocceda ; Secrét. : Valérie Soula ; Chargé de com. : Patrick Lobbe,,https://www.lva-auto.fr/annuaire.detail.php?id=C1441&idCategorie=C
